epoch,train_loss,train_class_y_loss,train_acc_y,train_acc_d,val_loss,val_class_y_loss,val_acc_y,val_acc_d,cross_acc_y,cross_acc_d
1,465004.31965848553,59.79806136117255,0.9470536198168904,0.8953393452216227,465004.31965848553,59.79806136117255,0.9248602466113386,0.8435465980933892,0.7521785305993384,0.13465746010897062
2,286819.65979356924,36.00008420203919,0.962828880990268,0.899525001729625,286819.65979356924,36.00008420203919,0.9365159925790806,0.8443297037677078,0.7280227184277097,0.2168867666374781
3,249149.04581272198,30.869899464766426,0.9634303941238873,0.9127962343180666,249149.04581272198,30.869899464766426,0.9365617177277124,0.848594587831399,0.7705026816987741,0.21751860770577933
4,230045.92112981988,27.95773686569152,0.9581312194432914,0.9263461887712744,230045.92112981988,27.95773686569152,0.9254557291666666,0.8648552396242248,0.7790141564506714,0.21341436198676786
5,217296.37241565195,26.052002407221067,0.9634426456344265,0.9343707119713113,217296.37241565195,26.052002407221067,0.9334775758981908,0.8663314452124935,0.7414604616656937,0.2050463368359603
6,208172.42311564562,24.53023670434589,0.9688699567017204,0.9357123965107698,208172.42311564562,24.53023670434589,0.9383573326470672,0.8702428622098481,0.7372425934033859,0.16144331338781864
7,201441.58715436325,23.47653222555802,0.9693845561782206,0.9409356478598774,201441.58715436325,23.47653222555802,0.9383363313029812,0.8807872592734823,0.7540246764934811,0.16848179971784394
8,196615.65628567353,22.683005723900024,0.9794689546722938,0.9278745286771828,196615.65628567353,22.683005723900024,0.9472304005234113,0.8602677793601012,0.7810752031037167,0.1435256129597198
9,193247.54080653857,21.70484524702191,0.9734331759374568,0.9510193617107144,193247.54080653857,21.70484524702191,0.9354547579934004,0.8832698626045401,0.7497119758221443,0.19669390932087957
10,189873.07150954465,21.16514268131924,0.9810072038881971,0.9507114884576358,189873.07150954465,21.16514268131924,0.9471043924588952,0.8818090468901122,0.7556851709963028,0.19287419123370306
11,189012.37434202182,21.121950786528643,0.981318644492874,0.9428792058715004,189012.37434202182,21.121950786528643,0.9485460402799113,0.8745885292214257,0.7575674073263281,0.12579332068495816
12,188174.2304469495,20.39864519536344,0.9788433348899959,0.9483286417254739,188174.2304469495,20.39864519536344,0.943352985702196,0.8755338675008534,0.7492850019459039,0.16851551858338198
13,186933.53401271562,20.039589503281977,0.9787739336861768,0.9500703380840367,186933.53401271562,20.039589503281977,0.9432679247027365,0.8812001190298402,0.768398004232341,0.1515039404553415
14,183927.80923389143,19.514860991957466,0.9744914902449149,0.9596608926018173,183927.80923389143,19.514860991957466,0.9394246787349946,0.8860849316578484,0.7450902412920801,0.15537972489784005
15,184334.7807228247,19.534585538822526,0.9762840664060698,0.9535742700982427,184334.7807228247,19.534585538822526,0.9404042969861182,0.884249036382773,0.7231226284296556,0.2135953310468963
16,184928.17373398656,19.33260292852064,0.9797222726696185,0.9565886821986993,184928.17373398656,19.33260292852064,0.9409577768532741,0.8816063116928372,0.7561779711519752,0.1850586507589025
17,182761.19627568492,18.904420031441582,0.9794418572136894,0.9584261925764495,182761.19627568492,18.904420031441582,0.944346438172043,0.8843565432632133,0.746534649250827,0.1581065139132127
18,184808.34017472094,18.94582128137698,0.9830587553618376,0.959729933467091,184808.34017472094,18.94582128137698,0.9453606141904192,0.8912420950496388,0.7472298538139717,0.14458193471492506
19,182845.08618721462,18.470979466769734,0.9786114570361146,0.9563161581569116,182845.08618721462,18.470979466769734,0.9406197552198896,0.8800937148866417,0.734659497227087,0.20365504597197898
20,182899.4191519216,18.298859717578587,0.9813725151053918,0.9619459794866473,182899.4191519216,18.298859717578587,0.9450665953732149,0.8843879341611196,0.7534129937731076,0.1347428366413699
